station,state,latitude,longitude,elevation,avg_temp,total_prcp
Madison Plateau,MT,44.59,-111.12,2362.2,40.033181818181816,31.2598594
Magic Mountain,ID,42.18,-114.29,2097.0,44.51886363636363,27.56300701
Mammoth-Cottonwood,UT,39.68,-111.32,2660.0,43.38363636363636,25.157493900000002
Mancos,CO,37.43,-108.17,3048.0,44.40568181818182,26.732297900000002
Many Glacier,MT,48.8,-113.67,1493.5,44.71113636363636,29.7637956
Marion Forks,OR,44.59,-121.97,789.4,47.458181818181814,58.87798455
Marlette Lake,NV,39.16,-119.9,2401.8,43.24522727272727,47.57876585
Marquette,WY,44.3,-109.24,2670.0,42.00363636363636,26.34253391
Marten Ridge,WA,48.76,-121.7,1072.9,45.59818181818182,93.39768823
Maverick Fork,AZ,33.92,-109.46,2804.2,47.487500000000004,14.858275740000002
May Creek,AK,61.35,-142.71,490.7,32.361363636363635,10.657486070000001
Mckenzie,OR,44.21,-121.87,1453.9,43.41022727272727,63.37404997
Mcneil Canyon,AK,59.74,-151.25,402.3,36.81363636363636,13.55512543
Meadow Lake,ID,44.44,-113.32,2788.9,39.065681818181815,29.425212740000003
Meadows Pass,WA,47.28,-121.47,984.5,44.47318181818182,56.960660680000004
Medano Pass,CO,37.85,-105.44,2941.0,43.89295454545454,20.74016868
Merchant Valley,UT,38.3,-112.44,2652.7,43.88272727272727,22.858280060000002
Mesa Lakes,CO,39.06,-108.06,3048.0,41.2475,20.54331818
Mica Creek,ID,47.15,-116.27,1374.6,45.68818181818182,39.070887240000005
Middle Creek,CO,37.62,-107.03,3429.0,38.804545454545455,21.75591726
Middle Fork Camp,CO,39.8,-106.03,2724.9,42.40795454545455,19.64961691
Middle Powder,WY,43.63,-107.18,2365.2,43.69386363636364,14.956700990000002
Midway Valley,UT,37.57,-112.84,2987.0,42.00636363636364,28.77560609
Milk Shakes,OR,45.98,-117.95,1700.8,44.257045454545455,56.55908566
Mill Creek Summit,ID,44.47,-114.49,2682.2,38.66886363636364,33.35828573
Mill-D North,UT,40.66,-111.64,2733.1,44.765,34.06694753
Miller Woods,OR,45.25,-123.28,128.0,53.57477272727272,45.57482776
Mineral Creek,CO,37.85,-107.73,3060.2,39.504090909090905,21.55906676
Mining Fork,UT,40.49,-112.61,2505.8,46.545227272727274,27.48426681
Monitor Pass,CA,38.67,-119.61,2532.9,44.792272727272724,40.68112433
Monte Cristo,UT,41.47,-111.5,2731.0,42.37795454545455,39.67718678
Monument Creek,AK,65.08,-145.87,563.9,32.131406844106465,14.846464710000001
Monument Peak,MT,45.22,-110.24,2697.5,37.77363636363636,31.05513488
Moraine,AK,61.38,-149.0,640.1,38.11659090909091,17.0472533
Mores Creek Summit,ID,43.93,-115.67,1859.3,45.94863636363637,49.46065663
Morgan Creek,ID,44.84,-114.27,2316.5,40.775,23.53544578
Mormon Mountain,AZ,34.94,-111.52,2286.0,51.18840909090909,23.67324113
Mormon Mtn Summit,AZ,34.97,-111.51,2590.8,50.7275,26.89765232
Morse Lake,WA,46.91,-121.48,1649.0,39.956818181818186,63.65751469
Moscow Mountain,ID,46.81,-116.85,1432.6,46.75931818181819,31.67718246
Moses Mtn,WA,48.36,-119.08,1527.0,43.245909090909095,20.05512894
Mosquito Ridge,ID,48.06,-116.23,1585.0,44.24136363636364,38.3464774
Moss Peak,MT,47.68,-113.96,2066.5,40.85068181818182,47.05908053
Moss Springs,OR,45.27,-117.69,1755.6,42.08477272727272,35.259861560000004
Mount Crag,WA,47.76,-123.03,1207.0,42.37863636363636,52.862233270000004
Mount Gardner,WA,47.36,-121.57,890.0,46.04068181818182,63.66932572
Mount Lockhart,MT,47.92,-112.82,1950.7,40.525454545454544,26.720486870000002
Mountain Meadows,ID,45.7,-115.23,1938.5,40.50363636363636,31.649623390000002
Mowich,WA,46.93,-121.95,963.2,48.348636363636366,37.87009919
Mt Baldy,UT,39.14,-111.51,2893.8,42.50954545454545,22.972453350000002
Mt Hood Test Site,OR,45.32,-121.72,1636.8,43.03931818181818,69.56302969000001
Mt Rose Ski Area,NV,39.32,-119.89,2682.5,42.29477272727273,84.77957334
Mt. Eyak,AK,60.55,-145.75,428.2,40.387727272727275,87.69689775
Mt. Howard,OR,45.27,-117.17,2411.0,39.283181818181816,41.46852633
Mt. Ryan,AK,65.25,-146.15,853.4,33.154600760456276,12.96063692
Mud Flat,ID,42.6,-116.56,1746.5,49.39454545454545,15.555126510000001
Mud Ridge,OR,45.25,-121.74,1240.5,45.31522727272727,46.27167853
Mule Creek,MT,45.41,-112.96,2529.8,39.11068181818182,23.74804432
Munson Ridge,AK,64.85,-146.21,944.9,32.59338403041825,17.1653636
Myrtle Creek,ID,48.72,-116.46,1072.9,49.218636363636364,20.76379074
N Fk Elk Creek,MT,46.87,-113.28,1905.0,43.453863636363636,17.42520626
N MYRTLE BCH AP,SC,33.8117,-78.7239,9.8,67.73034615384616,39.88978532
NANTUCKET MEM AP,MA,41.2531,-70.0608,13.7,52.37023166023166,28.625999710000002
NAPA CO AP,CA,38.2103,-122.2847,4.3,61.07244186046512,28.18111758
NAPLES MUNI AP,FL,26.1522,-81.7753,2.7,77.3146484375,53.67325733
NASHVILLE INTL AP,TN,36.1189,-86.6892,182.9,65.54217557251908,39.74805296
NATCHITOCHES #2,LA,31.8142,-93.0856,43.0,71.66272727272727,48.22049848
NEEDLES AP,CA,34.7675,-114.6189,271.3,81.53634615384615,2.57086753
NENANA MUNI AP,AK,64.55,-149.0717,109.7,34.01323076923077,8.95669775
NEW BEDFORD MUNI AP,MA,41.6764,-70.9583,24.4,53.31540540540541,28.27560582
NEW BERN CRAVEN CO AP,NC,35.0678,-77.0481,5.8,66.81442307692308,40.87797483
NEW HAVEN TWEED AP,CT,41.2639,-72.8872,0.9,54.20230769230769,20.07481399
NEW IBERIA ACADIANA RGNL AP,LA,30.0375,-91.8839,7.3,72.94826923076923,52.43703619
NEW ORLEANS INTL AP,LA,29.9933,-90.2511,1.2,73.07538167938931,63.73231788
NEW ORLEANS LAKEFRONT AP,LA,30.0494,-90.0289,2.7,74.7146923076923,51.32679937
NEW PHILADELPHIA FLD,OH,40.4719,-81.4236,272.8,56.34534615384616,31.72048957
NEW RIVER MCAF,NC,34.7,-77.3833,7.9,67.45964980544747,48.77561689
NEW YORK CNTRL PK TWR,NY,40.7789,-73.9692,39.6,58.349230769230765,36.86616164
NEW YORK JFK INTL AP,NY,40.6386,-73.7622,3.4,57.70221374045801,35.1968694
NEW YORK LAGUARDIA AP,NY,40.7794,-73.8803,3.4,59.49396946564885,34.66537305
NEWARK HEATH AP,OH,40.0228,-82.4625,269.4,56.78057915057915,33.04726194
NEWARK INTL AP,NJ,40.6825,-74.1694,2.1,58.62041984732824,39.38978505
NEWPORT NEWS INTL AP,VA,37.1319,-76.493,12.8,63.489615384615384,35.61025545
NEWPORT STATE AP,RI,41.5333,-71.2833,52.4,53.45080769230769,30.29135494
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,53.48289575289575,32.18505675
NOGALES INTL AP,AZ,31.4208,-110.8458,1198.5,68.13969111969112,11.38583292
NOME MUNI AP,AK,64.5111,-165.44,4.0,30.757862595419848,12.30709326
NORFOLK INTL AP,VA,36.9033,-76.1922,9.1,65.50679389312977,40.21262014
NORFOLK KARL STEFAN AP,NE,41.9856,-97.4353,472.7,54.08057251908397,22.03544497
NORFOLK NAS,VA,36.95,-76.2833,5.2,65.73823076923077,38.25198916
NORFOLK RICH,VA,36.9839,-77.0075,34.1,63.28503846153846,38.44883966
NORTH ADAMS HARRIMAN AP,MA,42.6958,-73.1708,199.3,50.00906976744186,31.33072558
NORTH ISLAND NAS,CA,32.7,-117.2,7.9,64.35135135135135,2.91732441
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,54.97507633587786,18.33465557
NORWOOD MEM AP,MA,42.1908,-71.1736,15.2,53.229961538461545,28.75198403
NUIQSUT AP,AK,70.2117,-151.0017,17.4,18.473,4.7637821
NW FLORIDA BEACHES INTL AP,FL,30.3489,-85.7881,17.4,71.60208494208494,56.97640872
Nevada Ridge,MT,46.84,-112.51,2139.7,41.919090909090905,19.82284535
New Fork Lake,WY,43.11,-109.95,2542.0,39.84471482889734,20.82284589
Nez Perce Camp,MT,45.73,-114.48,1722.1,43.50295454545455,23.1496188
Niwot,CO,40.04,-105.54,3020.6,40.56227272727273,26.24804567
Noisy Basin,MT,48.16,-113.95,1841.0,41.969545454545454,46.79136385
North Costilla,NM,36.99,-105.26,3230.9,41.36000000000001,22.23623248
North Fork,OR,45.55,-122.0,932.7,46.16068181818182,108.37407427000001
North Fork Jocko,MT,47.27,-113.76,1929.4,40.955681818181816,42.87010189
North Lost Trail,CO,39.08,-107.14,2804.2,43.15863636363636,24.76772991
North Rapid Creek,SD,44.21,-103.79,1868.4,46.06727272727273,20.539381170000002
Northeast Entrance,MT,45.01,-110.01,2240.3,41.10636363636364,21.04331845
OAK RIDGE ASOS,TN,36.0236,-84.2375,277.4,64.28819230769231,48.40947496
OAKLAND METRO INTL AP,CA,37.7214,-122.2208,1.8,60.89276923076923,20.14174316
OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,59.52081395348838,35.67324761
OCEANA NAS,VA,36.8167,-76.0333,7.0,63.61223938223938,37.16143739
OCEANSIDE MUNI AP,CA,33.2194,-117.3494,8.5,63.54984615384615,9.85039902
ODESSA SCHLEMEYER FLD,TX,31.9206,-102.3867,914.7,70.58646153846153,12.88189672
OGDEN HINKLEY AP,UT,41.1961,-112.0114,1362.5,56.59640926640926,13.03544011
OKLAHOMA CITY POST AP,OK,35.5342,-97.6469,395.3,66.17611538461539,30.51576451
OKLAHOMA CITY WILL ROGERS AP,OK,35.3889,-97.6006,391.7,64.88606870229007,23.28347714
OLATHE JOHNSON CO AP,KS,38.8317,-94.8897,331.3,59.85534615384615,39.26773774
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,59.53930501930502,40.22443117
OLYMPIA AP,WA,46.9733,-122.9033,57.3,52.75290076335878,34.66537305
OMAHA EPPLEY AIRFIELD,NE,41.3103,-95.8992,299.3,57.857824427480914,20.04725492
OMAK AP,WA,48.4608,-119.5167,395.0,52.96861538461538,10.38976939
ONTARIO INTL AP,CA,34.0561,-117.6003,289.3,68.80099999999999,10.85827358
ONTARIO MUNI AP,OR,44.0206,-117.0128,667.5,55.78232558139535,9.55512327
ORANGE MUNI AP,MA,42.57,-72.2911,169.2,50.02838461538461,30.08663042
ORANGEBURG MUNI AP,SC,33.4617,-80.8581,60.0,69.27250965250965,32.47245848
ORD EVELYN SHARP FLD,NE,41.6236,-98.9517,630.6,54.027846153846156,20.80709785
ORLANDO EXECUTIVE AP,FL,28.5453,-81.3331,32.9,76.3693076923077,43.94096861
ORLANDO INTL AP,FL,28.4339,-81.325,27.4,74.1145038167939,41.67325085
ORLANDO SANFORD AP,FL,28.7797,-81.2436,16.8,75.73930769230769,42.55514109
OROVILLE MUNI AP,CA,39.49,-121.6183,57.9,67.43265384615385,23.00394943
OSHKOSH WITTMAN AP,WI,43.9844,-88.5569,238.4,50.156807692307694,27.34647146
OTTUMWA INDUSTRIAL AP,IA,41.1078,-92.4467,256.6,56.72680769230769,16.929143
OXNARD VENTURA CO AP,CA,34.2008,-119.2069,11.0,62.48853846153846,15.36615003
Oak Creek,UT,39.35,-112.33,2392.7,51.00022727272727,16.57874911
Ochoco Meadows,OR,44.43,-120.33,1655.1,46.05772727272727,22.16142929
Olallie Meadows,WA,47.37,-121.44,1228.3,42.460454545454546,72.17326732000001
Onion Park,MT,46.91,-110.85,2258.6,40.044090909090905,19.97638874
Owl Creek,WY,43.66,-109.01,2735.6,40.986363636363635,22.33465773
Oxford Spring,ID,42.26,-112.13,2054.4,49.1975,26.36221896
PADUCAH,KY,37.0683,-88.7719,119.5,63.77515267175573,35.12600322
PAGE MUNI AP,AZ,36.9261,-111.4478,1313.7,66.61676923076924,5.33464855
PALACIOS MUNI AP,TX,28.7247,-96.2536,3.7,73.96838461538461,34.48427059
PALM SPRINGS RGNL AP,CA,33.8281,-116.5053,128.3,79.77684615384615,7.1771692300000005
PALMDALE AP,CA,34.6294,-118.0836,769.3,67.78330769230769,4.57086861
PALMER MUNI AP,AK,61.5961,-149.0917,70.1,39.14752895752896,9.75197377
PARK RAPIDS MUNI AP,MN,46.9006,-95.0678,437.1,46.16046153846153,16.36615057
PARKERSBURG WOOD CO AP,WV,39.345,-81.4392,253.3,58.65973076923077,40.72049443
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,62.47780769230769,37.95671341
PASCAGOULA LOTT INTL AP,MS,30.4636,-88.5319,5.5,71.02019230769231,60.42916649
PASCO TRI CITIES AP,WA,46.2667,-119.1167,124.1,55.642895752895754,6.23622384
PASO ROBLES MUNI AP,CA,35.6697,-120.6283,246.9,64.23349999999999,12.49213273
PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,61.2503488372093,29.45277181
PEASON RIDGE RANGE,LA,31.4,-93.2833,111.3,70.43248031496063,50.73231086
PELLSTON RGNL AP,MI,45.5644,-84.7928,214.9,46.67173076923077,22.01969693
PENDLETON,OR,45.6906,-118.8528,461.8,54.647709923664124,11.413391990000001
PENN YAN AP,NY,42.6425,-77.0564,275.2,52.566744186046506,27.41340063
PENSACOLA RGNL AP,FL,30.4781,-87.1869,34.1,73.74788461538462,76.2205136
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,57.49507633587787,25.81497457
PHILADELPHIA INTL AP,PA,39.8683,-75.2311,3.0,60.2225572519084,35.01970395
PHILADELPHIA NE AP,PA,40.0819,-75.0111,30.5,59.44019455252918,28.69292888
PHILIP AP,SD,44.0511,-101.6011,672.4,52.52451737451737,7.56299621
PHOENIX DEER VALLEY MUNI AP,AZ,33.6883,-112.0817,443.5,76.64692307692307,5.29134144
PHOENIX SKY HARBOR INTL AP,AZ,33.4278,-112.0039,337.4,79.89133587786259,4.74409705
PIEDMONT TRIAD INTL AP,NC,36.0969,-79.9433,271.3,63.62022900763359,37.25592563
PIERRE RGNL AP,SD,44.3814,-100.2856,531.0,52.02843511450382,10.9842579
PINE BLUFF GRIDER FLD,AR,34.175,-91.9347,63.1,67.18723076923077,41.33073098
PINE RIDGE AP,SD,43.0206,-102.5183,999.1,52.28323076923077,13.69292078
PITTSBURGH ALLEGHENY CO AP,PA,40.3547,-79.9217,380.4,56.673500000000004,43.8976615
PITTSBURGH INTL AP,PA,40.4847,-80.2144,366.7,56.6112213740458,32.12206459
PITTSFIELD MUNI AP,MA,42.4272,-73.2892,363.9,49.069538461538464,33.29529357
PLATTSBURGH INTL AP,NY,44.65,-73.4667,71.3,48.66661538461538,25.16143091
PLYMOUTH MUNI AP,MA,41.9097,-70.7294,45.4,52.82738461538462,32.42915137
POCATELLO RGNL AP,ID,42.9203,-112.5711,1364.9,51.6254961832061,12.35827439
POMPANO BEACH AIRPARK,FL,26.25,-80.1083,6.4,79.18058139534884,41.38584912
PONCA CITY MUNI AP,OK,36.7367,-97.1019,304.8,64.43572519083969,25.8267856
PONTIAC OAKLAND CO INTL AP,MI,42.665,-83.4181,297.5,52.70941860465116,22.2441065
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,63.662140077821014,37.86222517
PORT ANGELES INTL AP,WA,48.1203,-123.4983,87.8,49.63376923076923,17.70473397
PORT ARTHUR SE TX AP,TX,29.9506,-94.0206,4.9,73.01664122137404,89.61422162
PORT HOPE,MI,44.0219,-82.7931,179.8,51.08860557768924,25.91733683
PORT ISABEL CAMERON AP,TX,26.1658,-97.3458,5.8,78.90384615384616,8.18504379
PORT MEADVILLE AP,PA,41.6264,-80.215,426.7,52.942653846153846,32.15749768
PORTAGE GLACIER V C,AK,60.785,-148.8389,31.4,37.34174418604651,73.1496458
PORTLAND INTL AP,OR,45.5908,-122.6003,5.8,55.63633587786259,29.59056716
PORTLAND INTL JETPORT,ME,43.6497,-70.3003,13.7,49.94435114503817,32.90552958
PORTLAND TROUTDALE AP,OR,45.5511,-122.4089,8.8,56.67211538461538,27.66536927
PORTLAND-HILLSBORO AP,OR,45.5406,-122.9486,62.2,55.01992307692308,27.81891266
POTTSTOWN LIMERICK AP,PA,40.2383,-75.5572,88.7,55.73403846153846,34.12206567
POUGHKEEPSIE DUTCHESS CO AP,NY,41.6267,-73.8842,50.6,53.27046153846154,29.61025221
PRESCOTT LOVE FLD,AZ,34.6517,-112.4208,1536.8,60.841884615384615,12.4015815
PRICE CARBON CO AP,UT,39.6092,-110.7547,1804.7,54.64192307692308,6.67716896
PROVIDENCE T F GREEN AP,RI,41.7219,-71.4325,18.3,54.6837786259542,35.9055312
PUEBLO MEM AP,CO,38.29,-104.4983,1438.7,58.361068702290076,14.27953527
PULLMAN MOSCOW RGNL AP,WA,46.7439,-117.1086,777.5,51.406076923076924,14.960638
PUNTA GORDA CHARLOTTE CO AP,FL,26.9172,-81.9914,7.6,75.88162790697675,45.88585155
Panguitch Lake RS,UT,37.7,-112.65,2545.1,47.23113636363637,15.275598800000001
Park Reservoir,CO,39.05,-107.87,3035.8,40.12522727272727,25.44095862
Parker Peak,WY,44.73,-109.91,2865.1,37.30386363636364,36.7323033
Parley's Summit,UT,40.76,-111.63,2286.0,47.55704545454545,27.16930601
Parrish Creek,UT,40.93,-111.81,2359.2,47.630570342205324,36.27167313
Peavine Ridge,OR,45.04,-121.93,1042.4,46.55204545454546,46.14963122
Pepper Creek,WA,46.1,-121.96,652.3,47.88840909090909,54.559084580000004
Peterson Meadows,MT,46.13,-113.31,2194.6,40.1109090909091,23.40158744
Phantom Valley,CO,40.4,-105.85,2752.3,41.15477272727273,18.75591564
Phillips Bench,WY,43.52,-110.91,2499.4,41.50509505703422,38.637816140000005
Pickfoot Creek,MT,46.58,-111.27,2026.9,44.52090909090909,19.63386887
Pickle Keg,UT,39.01,-111.58,2926.1,45.64931818181818,21.85827952
Pigtail Peak,WA,46.62,-121.39,1767.8,40.243863636363635,50.64963365
Pike Creek,MT,48.3,-113.33,1807.5,42.94659090909091,30.83466232
Pine Creek,UT,38.88,-112.25,2679.2,45.782272727272726,23.169303850000002
Pine Creek Pass,ID,43.57,-111.21,2048.3,45.29477272727273,30.34253607
Pinto Rock,WA,46.32,-121.94,1353.3,44.41590909090909,57.377983740000005
Placer Basin,MT,45.42,-110.09,2691.4,36.15568181818182,27.75198349
Poison Flat,CA,38.51,-119.63,2357.9,43.107499999999995,55.05121083
Pole Creek R.S.,NV,41.87,-115.25,2539.0,42.17613636363637,19.5275696
Poorman Creek,MT,48.13,-115.62,1554.5,43.405454545454546,50.56695644
Pope Ridge,WA,47.99,-120.57,1094.2,46.7825,20.9448932
Porcupine,MT,46.11,-110.47,1981.2,44.55772727272727,19.05119139
Port Graham,AK,59.35,-151.85,91.4,41.03681818181818,32.94489968
Potato Hill,WA,46.35,-121.51,1374.6,42.26,50.35042089
Powder River Pass,WY,44.16,-107.13,2889.5,37.27659090909091,24.204737480000002
QUANTICO MCAS,VA,38.5,-77.3,3.0,62.627346153846155,28.09450336
QUILLAYUTE STATE AP,WA,47.9375,-124.555,56.4,50.1442748091603,69.20082477
QUINCY RGNL AP,IL,39.9369,-91.1919,234.4,58.684656488549614,26.17324248
Quartz Mountain,OR,42.32,-120.83,1743.5,48.95613636363636,17.547253570000002
Quartz Peak,WA,47.88,-117.09,1432.6,46.51795454545454,37.67324869
RACINE BATTEN AP,WI,42.7611,-87.8136,205.4,52.03469230769231,26.18505351
RALEIGH DURHAM INTL AP,NC,35.8922,-78.7819,126.8,65.55797709923664,37.69293374
RAMONA AP,CA,33.0375,-116.9158,424.6,64.09976833976835,15.95670153
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,51.98961832061069,9.92520221
RATON MUNI CREWS AP,NM,36.7414,-104.5022,1935.2,54.419729729729724,14.48032278
RAWLINS MUNI AP,WY,41.8056,-107.1997,2053.1,48.80664122137404,7.46850797
READING SPAATZ FLD,PA,40.3667,-75.9667,103.9,57.38103846153846,37.078760179999996
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,67.48782442748092,17.3622141
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,67.79870229007633,29.03151174
REDMOND ROBERTS FLD,OR,44.2558,-121.1392,927.5,52.10675572519084,5.13386104
REDWOOD FALLS MUNI AP,MN,44.5483,-95.0803,311.2,51.597153846153844,28.2283617
RENO TAHOE INTL AP,NV,39.4839,-119.7711,1344.2,59.45034351145038,12.09449472
RENTON MUNI AP,WA,47.4933,-122.2144,8.8,55.88115384615385,16.54331602
REXBURG MADISON CO AP,ID,43.8339,-111.8045,1480.7,48.59822393822394,9.29528061
RHINELANDER ONEIDA AP,WI,45.6308,-89.4653,487.4,45.76896153846154,32.41734034
RICHMOND INTL AP,VA,37.505,-77.3203,50.0,63.2392748091603,30.55513461
RIFLE GARFIELD CO AP,CO,39.5264,-107.7264,1685.5,55.85207692307693,4.2126007
RIVERSIDE MUNI AP,CA,33.9519,-117.4386,245.4,69.1346923076923,8.47638253
RIVERTON,WY,43.0661,-108.4767,1697.1,49.0251171875,12.2441011
ROANOKE RGNL AP,VA,37.3169,-79.9742,358.1,61.84633587786259,32.31497808
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,52.93702290076336,32.00395429
ROCHESTER INTL AP,MN,43.9042,-92.4917,397.5,49.54278625954199,25.57875397
ROCHESTER SKYHAVEN AP,NH,43.2781,-70.9222,98.5,50.82557692307692,26.09843929
ROCK HILL YORK CO AP,SC,34.9869,-81.0575,203.9,65.41109375,31.62993834
ROCK SPRINGS AP,WY,41.5944,-109.0528,2054.7,48.371346153846154,4.61417572
ROCKFORD GTR ROCKFORD AP,IL,42.1928,-89.0931,222.5,54.71160305343512,36.8897837
ROCKPORT ARANSAS CO AP,TX,28.0836,-97.0464,6.7,76.8074,13.39764503
ROCKY MT WILSON AP,NC,35.855,-77.8931,48.8,65.03796153846153,40.96458905
ROME GRIFFISS AIRFIELD,NY,43.2339,-75.4117,158.2,49.76669230769231,33.90946713
ROME R B RUSSELL AP,GA,34.3478,-85.1611,194.8,66.83208494208493,43.09844847
ROME ST AP,OR,42.5906,-117.8644,1234.4,54.84303846153846,6.81496431
ROSEBURG RGNL AP,OR,43.2389,-123.3547,160.0,58.8796511627907,23.87009163
ROSWELL IND AIR PK,NM,33.3075,-104.5083,1112.2,67.26488549618321,7.4015788
RUSSELL MUNI AP,KS,38.8761,-98.8092,568.1,60.05403846153846,16.81496971
RUSSELLVILLE MUNI AP,AR,35.2578,-93.0947,122.8,65.51996138996138,38.83466664
Ragged Mountain,ID,47.86,-117.04,1283.2,47.81613636363636,35.070885080000004
Railroad Overpass,OR,43.66,-122.21,816.9,50.87125475285171,43.17718867
Rainbow Canyon,NV,36.25,-115.63,2414.0,52.06318181818182,29.68899241
Rainy Pass,WA,48.52,-120.74,1490.5,39.905,33.55119922
Rawah,CO,40.71,-106.01,2749.3,42.03977272727273,19.12993159
Red Hill,OR,45.46,-121.7,1344.2,45.11409090909091,78.08271933
Red Mountain Pass,CO,37.89,-107.71,3413.8,37.468863636363636,32.14174964
Red Pine Ridge,UT,39.45,-111.27,2745.9,42.138636363636365,25.97639198
Red River Pass #2,NM,36.7,-105.34,3002.3,44.66853846153846,17.35827709
Redden Mine Lwr,UT,40.67,-111.22,2590.8,45.5075,29.97639414
Rees Flat,UT,39.5,-111.73,2197.9,46.51795454545454,16.066937810000002
Reno Hill,WY,42.57,-106.09,2560.3,42.75431818181818,20.64961745
Rex River,WA,47.3,-121.6,1161.3,44.59522727272727,67.76381612
Reynolds Creek,ID,43.29,-116.85,1706.9,49.85613636363637,20.1181211
Rice Park,NM,35.23,-108.27,2578.6,49.04204545454546,16.141741
Ripple Creek,CO,40.11,-107.29,3151.6,39.35340909090909,26.23623464
Roaring River,OR,43.9,-122.03,1508.8,46.28681818181818,55.97247117
Rock Springs,OR,44.01,-118.84,1612.4,47.84818181818182,14.055125700000001
Rocker Peak,MT,46.36,-112.26,2438.4,38.96477272727273,20.80316084
Rocky Basin-Settleme,UT,40.44,-112.24,2712.7,43.57181818181818,33.57875829
Rocky Boy,MT,48.17,-109.65,1432.6,45.39909090909091,9.74803676
Rough And Tumble,CO,39.03,-106.08,3157.7,41.16840909090909,17.153552570000002
Rubicon #2,CA,39.0,-120.13,2343.6,46.0140909090909,58.87404754
S Fork Shields,MT,46.09,-110.43,2468.9,40.78795454545455,34.57088481
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,64.00839694656489,23.62993402
SACRAMENTO METRO AP,CA,38.6956,-121.5897,7.0,65.07223076923077,22.153555270000002
SAFFORD MUNI AP,AZ,32.8547,-109.6353,968.0,70.56500000000001,8.20866585
SAGINAW MBS INTL AP,MI,43.5331,-84.0797,201.2,52.23130769230769,30.05119733
SALEM MCNARY FLD,OR,44.905,-123.0011,62.5,56.264274809160305,33.68112055
SALINAS MUNICIPAL AP,CA,36.6636,-121.6081,22.6,58.36622137404581,12.49213273
SALISBURY WICOMICO RGNL AP,MD,38.3406,-75.5103,14.6,60.84087786259542,43.75199213
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,60.477786259541986,12.35433738
SAN ANGELO,TX,31.3711,-100.4922,576.1,70.69141221374046,12.9133928
SAN ANTONIO INTL AP,TX,29.5442,-98.4839,240.5,73.67034351145038,19.49607352
SAN ANTONIO STINSON AP,TX,29.3389,-98.4719,174.0,76.10415384615385,18.66930142
SAN DIEGO BROWN FLD,CA,32.5722,-116.9794,157.0,64.42093023255813,9.67323357
SAN DIEGO LINDBERGH FLD,CA,32.7336,-117.1831,4.6,65.33229007633588,7.84252392
SAN DIEGO MONTGOMERY FLD,CA,32.8158,-117.1394,127.1,66.14842307692308,10.18504487
SAN FRANCISCO INTL AP,CA,37.6197,-122.3647,2.4,58.99587786259542,22.20079939
SAN JOSE,CA,37.3592,-121.9239,15.5,63.40653846153847,14.08268477
SAN LUIS OBISPO AP,CA,35.2372,-120.6414,61.0,63.040653846153845,19.72048309
SANDBERG,CA,34.7436,-118.7242,1374.6,63.234500000000004,10.03150148
SANTA ANA JOHN WAYNE AP,CA,33.68,-117.8664,16.5,66.2263076923077,9.70079264
SANTA BARBARA MUNI AP,CA,34.4258,-119.8425,2.7,61.32511538461539,19.69686103
SANTA FE CO MUNI AP,NM,35.6169,-106.0889,1933.7,57.302115384615384,8.586618810000001
SANTA MARIA PUBLIC AP,CA,34.8994,-120.4486,73.8,58.21679389312977,14.12205487
SANTA MONICA MUNI AP,CA,34.0158,-118.4514,53.0,64.00267441860464,12.66929818
SANTA ROSA SONOMA CO AP,CA,38.5039,-122.8103,34.7,60.56426923076923,41.98821165
SARANAC RGNL AP,NY,44.3853,-74.2067,506.9,43.05610038610039,33.35041171
SARASOTA BRADENTON AP,FL,27.4014,-82.5586,8.5,75.46861003861004,58.019716370000005
SAULT STE MARIE SANDERSON FLD,MI,46.4794,-84.3572,220.1,46.5181679389313,28.366157049999998
SAUTEE 3W,GA,34.6647,-83.7342,484.9,60.272401574803155,49.59845198
SAVANNAH INTL AP,GA,32.13,-81.21,14.0,71.32003816793893,47.49215163
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,54.57511538461539,34.40159338
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,54.303854961832066,12.70079426
SCOTTSDALE MUNI AP,AZ,33.6228,-111.9106,449.0,77.54242307692307,5.4330738
SEATTLE BOEING FLD,WA,47.5303,-122.3008,6.1,55.58934615384615,27.0866288
SEATTLE TACOMA INTL AP,WA,47.4444,-122.3139,112.8,54.72465648854962,28.60631466
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,61.52662790697675,29.85828384
